Documento|Fecha|Departamento|Municipio|Dia|Hora|Sitio|Agresor|Victima|Edad|Pais_nacimiento|Clase_empleado|Profesion|Escolaridad|Codigo_DANE
1425809614|2/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|18:54:00|VIAS PUBLICAS|A PIE|A PIE|57|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809615|3/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|7:06:00|VIAS PUBLICAS|A PIE|A PIE|43|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809616|4/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|11:30:00|VIAS PUBLICAS|A PIE|A PIE|52|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809617|5/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|18:00:00|VIAS PUBLICAS|A PIE|A PIE|39|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809618|6/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|6:30:00|VIAS PUBLICAS|A PIE|A PIE|40|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809619|7/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|10:30:00|VIAS PUBLICAS|BICICLETA|BICICLETA|28|COLOMBIA|EMPLEADO PARTICULAR|TECNICO PROFESIONAL EN FLORICULTURA Y DISEÑO DE JARDINES|TECNOLOGO|11001000
1425809620|8/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|10:30:00|VIAS PUBLICAS|A PIE|A PIE|45|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809621|9/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|16:00:00|VIAS PUBLICAS|A PIE|A PIE|21|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809622|10/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|14:30:00|VIAS PUBLICAS|A PIE|A PIE|29|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809623|11/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|6:50:00|VIAS PUBLICAS|A PIE|A PIE|50|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809624|12/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|5:45:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809625|13/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|21:50:00|ESTACION TRANSPORTE MASIVO|A PIE|A PIE|21|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809626|14/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|0:50:00|VIAS PUBLICAS|A PIE|A PIE|33|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809627|15/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|23:59:00|VIAS PUBLICAS|A PIE|A PIE|54|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809628|16/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|21:25:00|VIAS PUBLICAS|A PIE|A PIE|28|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809629|17/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|7:00:00|VIAS PUBLICAS|A PIE|A PIE|55|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809630|18/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|14:00:00|VIAS PUBLICAS|A PIE|A PIE|30|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809631|19/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|6:00:00|VIAS PUBLICAS|A PIE|A PIE|14|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809632|20/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|0:00:00|VIAS PUBLICAS|A PIE|A PIE|74|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809633|21/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|0:00:00|CENTRO COMERCIAL|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809634|22/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|0:00:00|EDIFICIO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809635|23/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|0:00:00|LUGAR DE TRABAJO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809636|24/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|13:40:00|VIAS PUBLICAS|A PIE|A PIE|23|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809637|25/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|19:10:00|VIAS PUBLICAS|A PIE|A PIE|20|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809638|26/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|16:45:00|VIAS PUBLICAS|A PIE|A PIE|17|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809639|27/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|15:28:00|VIAS PUBLICAS|A PIE|A PIE|24|COLOMBIA|EMPLEADO PARTICULAR|-|TECNICO|11001000
1425809640|28/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|20:00:00|CAJERO AUTOMATICO|A PIE|A PIE|36|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425809641|29/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|6:30:00|VIAS PUBLICAS|A PIE|A PIE|35|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809642|30/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|10:30:00|TRANSPORTE MASIVO|A PIE|A PIE|71|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809643|31/05/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|21:00:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809644|1/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|6:00:00|CALLEJÓN|BICICLETA|A PIE|31|COLOMBIA|EMPLEADO PARTICULAR|ADMINISTRACION  DE EMPRESAS|SUPERIOR|11001000
1425809645|2/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|8:30:00|VIAS PUBLICAS|A PIE|A PIE|24|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809646|3/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:00:00|VIAS PUBLICAS|A PIE|A PIE|26|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809647|4/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:00:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425809648|5/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809649|6/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:20:00|VIAS PUBLICAS|A PIE|A PIE|31|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809650|7/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:15:00|VIAS PUBLICAS|A PIE|A PIE|69|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809651|8/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|18:25:00|VIAS PUBLICAS|A PIE|A PIE|14|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809652|9/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|13:39:00|VIAS PUBLICAS|A PIE|A PIE|32|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809653|10/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|10:00:00|PARQUEADERO|A PIE|PASAJERO VEHICULO|18|COLOMBIA|EMPLEADO PARTICULAR|PSICOLOGIA|SUPERIOR|11001000
1425809654|11/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|10:00:00|VIAS PUBLICAS|A PIE|A PIE|42|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809655|12/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|8:00:00|VIAS PUBLICAS|A PIE|A PIE|43|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809656|13/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|8:00:00|BUS TRANSMILENIO|A PIE|A PIE|28|COLOMBIA|EMPLEADO PARTICULAR|AUXILIARES DE ODONTOLOGIA|TECNICO|11001000
1425809657|14/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|11:30:00|SECTOR RESIDENCIAS|CONDUCTOR VEHICULO|A PIE|82|COLOMBIA|PENSIONADO|DERECHO|SUPERIOR|11001000
1425809658|15/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|3:00:00|VIAS PUBLICAS|A PIE|A PIE|43|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809659|16/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|18:00:00|VIAS PUBLICAS|A PIE|A PIE|20|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809660|17/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|8:30:00|VIAS PUBLICAS|A PIE|A PIE|31|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809661|18/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|0:00:00|VIAS PUBLICAS|A PIE|A PIE|39|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809662|19/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809663|20/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809664|21/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809665|22/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|0:00:00|TRANSPORTE PUBLICO URBANO|A PIE|A PIE|46|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809666|23/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|15:15:00|VIAS PUBLICAS|A PIE|A PIE|40|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809667|24/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|14:05:00|VIAS PUBLICAS|A PIE|A PIE|75|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809668|25/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|9:39:00|VIAS PUBLICAS|A PIE|A PIE|25|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809669|26/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|21:14:00|VIAS PUBLICAS|A PIE|A PIE|47|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809670|27/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|18:30:00|VIAS PUBLICAS|A PIE|A PIE|36|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809671|28/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|19:30:00|BUS TRANSMILENIO|PASAJERO BUS|PASAJERO BUS|25|COLOMBIA|EMPLEADO PARTICULAR|ESPECIALIZACION EN CONTROL ELECTRONICO DE PROCESOS INDUSTRIALES|SUPERIOR|11001000
1425809672|29/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|11:00:00|ESTABLECIMIENTO DE COMERCIO|A PIE|A PIE|-|COLOMBIA|NO REPORTA|-|-|11001000
1425809673|30/06/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|7:00:00|ZONA DE PARQUEO|BICICLETA|BICICLETA|37|COLOMBIA|EMPLEADO PARTICULAR|MEDICINA|SUPERIOR|11001000
1425809674|1/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|10:30:00|VIAS PUBLICAS|A PIE|A PIE|37|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809675|2/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|7:30:00|SECTOR RESIDENCIAS|CONDUCTOR MOTOCICLETA|A PIE|24|COLOMBIA|EMPLEADO PARTICULAR|PUBLICIDAD Y MERCADEO|SUPERIOR|11001000
1425809676|3/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|13:00:00|VIAS PUBLICAS|A PIE|A PIE|53|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809677|4/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|13:00:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|NO REPORTA|-|-|11001000
1425809678|5/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|5:00:00|BUS TRANSMILENIO|A PIE|PASAJERO BUS|49|COLOMBIA|EMPLEADO PARTICULAR|ADMINISTRACION  DE EMPRESAS TURISTICAS Y HOTELERAS|SUPERIOR|11001000
1425809679|6/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|21:30:00|VIAS PUBLICAS|A PIE|A PIE|46|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425809680|7/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|9:30:00|VIAS PUBLICAS|A PIE|A PIE|20|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809681|8/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|0:00:00|VIAS PUBLICAS|A PIE|A PIE|43|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425809682|9/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809683|10/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|15:30:00|VIAS PUBLICAS|A PIE|A PIE|60|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425809684|11/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|13:30:00|ESTABLECIMIENTO EDUCATIVO|CONDUCTOR MOTOCICLETA|A PIE|20|COLOMBIA|INDEPENDIENTE|MEDICINA|SUPERIOR|11001000
1425809685|12/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|7:45:00|VIAS PUBLICAS|A PIE|A PIE|20|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809686|13/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|5:35:00|VIAS PUBLICAS|A PIE|A PIE|37|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425809687|14/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|15:25:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|NO REPORTA|-|-|11001000
1425809688|15/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|10:00:00|VIAS PUBLICAS|A PIE|A PIE|50|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809689|16/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|19:30:00|VIAS PUBLICAS|A PIE|A PIE|48|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809690|17/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|18:00:00|EDIFICIO|A PIE|A PIE|26|COLOMBIA|EMPLEADO PARTICULAR|TECNICO PROFESIONAL EN SISTEMAS|TECNICO|11001000
1425809691|18/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|6:30:00|VIAS PUBLICAS|A PIE|A PIE|29|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809692|19/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|13:00:00|VIAS PUBLICAS|A PIE|A PIE|71|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809693|20/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|13:00:00|VIAS PUBLICAS|A PIE|A PIE|62|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809694|21/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|0:00:00|VIAS PUBLICAS|A PIE|A PIE|47|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809695|22/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|0:00:00|EDIFICIO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809696|23/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|0:00:00|EDIFICIO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809697|24/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|15:30:00|VIAS PUBLICAS|A PIE|A PIE|57|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425809698|25/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|13:30:00|SUPERMERCADOS|A PIE|A PIE|31|COLOMBIA|EMPLEADO PARTICULAR|-|SECUNDARIA|11001000
1425809699|26/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|22:30:00|VIAS PUBLICAS|A PIE|A PIE|42|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809700|27/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|10:50:00|VIAS PUBLICAS|A PIE|A PIE|17|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809701|28/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|7:45:00|TRANSPORTE PUBLICO URBANO|A PIE|A PIE|47|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809702|29/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|22:45:00|VIAS PUBLICAS|A PIE|A PIE|27|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809703|30/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|23:40:00|VIAS PUBLICAS|A PIE|A PIE|18|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809704|31/07/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|11:12:00|VIAS PUBLICAS|A PIE|A PIE|53|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809705|1/08/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|16:41:00|VIAS PUBLICAS|A PIE|A PIE|39|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809706|2/08/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|9:22:00|VIAS PUBLICAS|A PIE|A PIE|36|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809707|3/08/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|20:00:00|VIAS PUBLICAS|A PIE|A PIE|47|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809708|4/08/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|20:00:00|VIAS PUBLICAS|A PIE|A PIE|35|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809709|5/08/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|18:00:00|VIAS PUBLICAS|A PIE|A PIE|28|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809710|6/08/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|2:00:00|VIAS PUBLICAS|A PIE|A PIE|34|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809711|7/08/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|5:00:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809712|8/08/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|4:00:00|CALLEJÓN|CONDUCTOR VEHICULO|PASAJERO VEHICULO|23|COLOMBIA|EMPLEADO PARTICULAR|CONTADURIA PUBLICA|TECNOLOGO|11001000
1425809713|9/08/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|22:00:00|VIAS PUBLICAS|A PIE|A PIE|15|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809714|10/08/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|22:00:00|VIAS PUBLICAS|A PIE|A PIE|43|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809715|11/08/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|16:30:00|VIAS PUBLICAS|A PIE|A PIE|33|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809716|12/08/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|0:00:00|VIAS PUBLICAS|A PIE|A PIE|32|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425809717|13/08/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809718|14/08/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|0:00:00|OTRO|A PIE|A PIE|29|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809719|15/08/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|0:00:00|EDIFICIO|A PIE|A PIE|-|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809720|16/08/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|0:00:00|CAJERO AUTOMATICO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809721|17/08/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|18:40:00|VIAS PUBLICAS|A PIE|A PIE|25|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425809722|18/08/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|9:40:00|VIAS PUBLICAS|BICICLETA|BICICLETA|20|COLOMBIA|EMPLEADO PARTICULAR|-|SECUNDARIA|11001000
1425809723|19/08/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|9:15:00|VIAS PUBLICAS|A PIE|A PIE|32|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425809724|20/08/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|7:10:00|VIAS PUBLICAS|A PIE|A PIE|34|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809725|21/08/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|15:05:00|ESTABLECIMIENTO PUBLICO|A PIE|A PIE|32|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809726|22/08/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|14:07:00|VIAS PUBLICAS|A PIE|A PIE|20|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425809727|23/08/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|8:00:00|VIAS PUBLICAS|A PIE|A PIE|47|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425809728|24/08/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|20:30:00|VIAS PUBLICAS|A PIE|A PIE|34|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425809729|25/08/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|2:00:00|APARTAMENTO|A PIE|CONDUCTOR VEHICULO|69|COLOMBIA|EMPLEADO PARTICULAR|INGENIERÍA INDUSTRIAL|SUPERIOR|11001000
1425809730|26/08/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|10:30:00|VIAS PUBLICAS|A PIE|A PIE|41|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
